id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label,title_segmented,lead_segmented,title_cleaned,lead_cleaned
article_0874,https://vnexpress.net/quoc-hoi-chot-quan-ly-chat-luong-hang-hoa-theo-ba-muc-do-rui-ro-4903267.html,Quốc hội chốt quản lý chất lượng hàng hóa theo ba mức độ rủi ro,"Thường vụ Quốc hội cho rằng việc quản lý hàng hóa theo mức độ rủi ro sẽ cắt giảm thủ tục cho doanh nghiệp, tiến tới giảm tiền kiểm để tăng giám sát và hậu kiểm.",Công nghệ & Khoa học,2025-06-18T15:06:00+07:00,VnExpress,data/images/article_0874_image.png,non-clickbait,Quốc_hội chốt quản_lý chất_lượng hàng hóa theo ba mức_độ rủi_ro,"Thường_vụ_Quốc_hội cho rằng việc quản_lý hàng hóa theo mức_độ rủi_ro sẽ cắt_giảm thủ_tục cho doanh_nghiệp , tiến tới giảm tiền kiểm để tăng giám_sát và hậu_kiểm .",Quốc hội chốt quản lý chất lượng hàng hóa theo ba mức độ rủi ro,"Thường vụ Quốc hội cho rằng việc quản lý hàng hóa theo mức độ rủi ro sẽ cắt giảm thủ tục cho doanh nghiệp, tiến tới giảm tiền kiểm để tăng giám sát và hậu kiểm."
article_2746,https://baomoi.com/samsung-health-hub-giup-nguoi-dung-chia-se-truc-tiep-thong-so-suc-khoe-voi-bac-si-c52572445.epi,Samsung Health Hub giúp người dùng chia sẻ trực tiếp thông số sức khỏe với bác sĩ - Báo Tri thức & Cuộc sống,Samsung đang phát triển một 'trung tâm sức khỏe' để giúp bệnh nhân chia sẻ dữ liệu với bác sĩ và cập nhật thông tin về lời khuyên y tế giữa các lần khám.,Other,2025-06-23T06:50:00.000Z,Báo Mới,data/images/article_2746_image.png,non-clickbait,Samsung Health_Hub giúp người dùng chia_sẻ trực_tiếp thông_số sức khỏe với bác_sĩ - Báo Tri_thức & Cuộc_sống,Samsung đang phát_triển một ' trung_tâm sức khỏe ' để giúp bệnh_nhân chia_sẻ dữ_liệu với bác_sĩ và cập_nhật thông_tin về lời khuyên y_tế giữa các lần khám .,Samsung Health Hub giúp người dùng chia sẻ trực tiếp thông số sức khỏe với bác sĩ - Báo Tri thức & Cuộc sống,Samsung đang phát triển một 'trung tâm sức khỏe' để giúp bệnh nhân chia sẻ dữ liệu với bác sĩ và cập nhật thông tin về lời khuyên y tế giữa các lần khám.
article_1603,https://www.24h.com.vn/bong-da/tin-moi-nhat-bong-da-sang-23-6-ba-lan-tu-bo-chieu-mo-hlv-southgate-c48a1674888.html,Tin mới nhất bóng đá chiều 23/6: Filipe Luis được Atletico nhắm kế tục HLV Diego Simeone,Atletico đang nhắm Filipe Luis làm người kế tục Diego Simeone sau thành công lớn của Luis tại Flamengo.,Thể thao,2025-06-23T00:31:00+07:00,24h,data/images/article_1603_image.png,non-clickbait,Tin mới nhất bóng_đá chiều 23/6 : Filipe Luis được Atletico_nhắm kế_tục HLV Diego Simeone,Atletico đang nhắm Filipe_Luis làm người kế_tục Diego_Simeone sau thành_công lớn của Luis tại Flamengo .,Tin mới nhất bóng đá chiều 23/6: Filipe Luis được Atletico nhắm kế tục HLV Diego Simeone,Atletico đang nhắm Filipe Luis làm người kế tục Diego Simeone sau thành công lớn của Luis tại Flamengo.
article_0507,https://baomoi.com/sau-don-tan-cong-hat-nhan-iran-lang-le-chuan-bi-gi-cho-my-c52572281.epi,"Sau đòn tấn công hạt nhân, Iran lặng lẽ chuẩn bị gì cho Mỹ? - Tạp chí Petrotimes","Trong bối cảnh Iran và Israel đang đấu pháo và tấn công tên lửa thì thế giới lại chuẩn bị đón nhận thêm phản ứng của Tehran sau cuộc tấn công của Hoa Kỳ vào các cơ sở hạt nhân của nước này, và Tổng thống Hoa Kỳ Donald Trump đã nêu ý tưởng thay đổi chế độ tại nước cộng hòa Hồi giáo này.",Quốc tế,2025-06-23T06:18:00.000Z,Báo Mới,data/images/article_0507_image.png,clickbait,"Sau đòn tấn_công hạt_nhân , Iran lặng_lẽ chuẩn_bị gì cho Mỹ ? - Tạp_chí Petrotimes","Trong bối_cảnh Iran và Israel đang đấu_pháo và tấn_công tên_lửa thì thế_giới lại chuẩn_bị đón_nhận thêm phản_ứng của Tehran sau cuộc tấn_công của Hoa_Kỳ vào các cơ_sở hạt_nhân của nước này , và Tổng_thống Hoa_Kỳ Donald_Trump đã nêu ý_tưởng thay_đổi chế_độ tại nước cộng_hòa Hồi_giáo này .","Sau đòn tấn công hạt nhân, Iran lặng lẽ chuẩn bị gì cho Mỹ? - Tạp chí Petrotimes","Trong bối cảnh Iran và Israel đang đấu pháo và tấn công tên lửa thì thế giới lại chuẩn bị đón nhận thêm phản ứng của Tehran sau cuộc tấn công của Hoa Kỳ vào các cơ sở hạt nhân của nước này, và Tổng thống Hoa Kỳ Donald Trump đã nêu ý tưởng thay đổi chế độ tại nước cộng hòa Hồi giáo này."
article_2137,https://www.24h.com.vn/cong-nghe-thong-tin/mat-tran-khong-bom-dan-nhung-vo-cung-khoc-liet-giua-israel-va-iran-c55a1675043.html,"Mặt trận ""không bom đạn” nhưng vô cùng khốc liệt giữa Israel và Iran",Các cơ quan của Mỹ đang cảnh báo về nguy cơ Iran có thể phát động các cuộc tấn công mạng khi xung đột ngày càng lan rộng.,Công nghệ & Khoa học,2025-06-23T14:22:00+07:00,24h,data/images/article_2137_image.png,clickbait,"Mặt_trận "" không bom_đạn ” nhưng vô_cùng khốc_liệt giữa Israel và Iran",Các cơ_quan của Mỹ đang cảnh_báo về nguy_cơ Iran có_thể phát_động các cuộc tấn_công_mạng khi xung_đột ngày_càng lan rộng .,"Mặt trận ""không bom đạn” nhưng vô cùng khốc liệt giữa Israel và Iran",Các cơ quan của Mỹ đang cảnh báo về nguy cơ Iran có thể phát động các cuộc tấn công mạng khi xung đột ngày càng lan rộng.
article_2539,https://tuoitre.vn/iran-va-kha-nang-du-world-cup-2026-20250623124327235.htm,Iran và khả năng dự World Cup 2026,Truyền thông thế giới cho biết tuyển bóng đá Iran đang đối mặt nguy cơ không được dự World Cup 2026 dù họ là một trong những đội giành vé sớm nhất.,Thể thao,2025-06-23T13:40:11+07:00,Tuổi Trẻ,data/images/article_2539_image.png,non-clickbait,Iran và khả_năng dự_World Cup 2026,Truyền_thông thế_giới cho biết tuyển bóng_đá Iran đang đối_mặt nguy_cơ không được dự World_Cup 2026 dù họ là một trong những đội giành vé sớm nhất .,Iran và khả năng dự World Cup 2026,Truyền thông thế giới cho biết tuyển bóng đá Iran đang đối mặt nguy cơ không được dự World Cup 2026 dù họ là một trong những đội giành vé sớm nhất.
article_3284,https://vnexpress.net/khach-to-bi-tu-choi-nhap-canh-vi-xam-mat-4904983.html,Khách tố bị từ chối nhập cảnh vì xăm mặt,Nam du khách Anh tố bị từ chối nhập cảnh ở sân bay Dubai chỉ vì hình xăm trên mặt dù không có luật cấm.,Other,2025-06-23T11:25:00+07:00,VnExpress,data/images/article_3284_image.png,non-clickbait,Khách_tố bị từ_chối nhập_cảnh vì xăm mặt,Nam du_khách Anh_tố bị từ_chối nhập_cảnh ở sân_bay Dubai chỉ vì hình_xăm trên mặt dù không có luật cấm .,Khách tố bị từ chối nhập cảnh vì xăm mặt,Nam du khách Anh tố bị từ chối nhập cảnh ở sân bay Dubai chỉ vì hình xăm trên mặt dù không có luật cấm.
article_3756,https://www.24h.com.vn/du-lich-24h/ngoi-chua-o-an-giang-nhu-lo-lung-tren-cao-khach-leo-240-bac-den-chiem-bai-c76a1672629.html,"Ngôi chùa ở An Giang như 'lơ lửng trên cao', khách leo 240 bậc đến chiêm bái","Nhờ những chiếc cột khổng lồ được thiết kế chắc chắn làm nhiệm vụ nâng đỡ, ngôi chùa đẹp lạ ở Tri Tôn (An Giang) nhìn từ xa trông như đang lơ lửng trên cao, nổi bật giữa khung cảnh rừng núi hoang sơ, xanh mát.",Du lịch & Ẩm thực,2025-06-23T01:00:00+07:00,24h,data/images/article_3756_image.png,clickbait,"Ngôi chùa ở An_Giang như ' lơ_lửng trên cao ' , khách leo 240 bậc đến chiêm bái","Nhờ những chiếc cột khổng_lồ được thiết_kế chắc_chắn làm nhiệm_vụ nâng_đỡ , ngôi chùa đẹp_lạ ở Tri_Tôn ( An_Giang ) nhìn từ xa_trông như đang lơ_lửng trên cao , nổi_bật giữa khung_cảnh rừng_núi hoang_sơ , xanh_mát .","Ngôi chùa ở An Giang như 'lơ lửng trên cao', khách leo 240 bậc đến chiêm bái","Nhờ những chiếc cột khổng lồ được thiết kế chắc chắn làm nhiệm vụ nâng đỡ, ngôi chùa đẹp lạ ở Tri Tôn (An Giang) nhìn từ xa trông như đang lơ lửng trên cao, nổi bật giữa khung cảnh rừng núi hoang sơ, xanh mát."
article_1469,https://thanhnien.vn/truyen-thong-y-te-truyen-thong-tinh-te-185250622200517739.htm,"'Truyền thông y tế, truyền thông tinh tế'","Vừa qua, tại Trường ĐH Ngoại ngữ - Tin học TP.HCM (HUFLIT), talkshow 'The Mediacine - Truyền thông y tế, truyền thông tinh tế' đã diễn ra trong không khí sôi nổi.",Sức khỏe & Đời sống,2025-06-22T20:05:00+07:00,Thanh Niên,data/images/article_1469_image.png,non-clickbait,"' Truyền_thông y_tế , truyền_thông tinh_tế '","Vừa_qua , tại Trường ĐH Ngoại_ngữ - Tin_học TP.HCM ( HUFLIT ) , talkshow ' The_Mediacine - Truyền_thông y_tế , truyền_thông tinh_tế ' đã diễn ra trong không_khí sôi_nổi .","'Truyền thông y tế, truyền thông tinh tế'","Vừa qua, tại Trường ĐH Ngoại ngữ - Tin học TP.HCM (HUFLIT), talkshow 'The Mediacine - Truyền thông y tế, truyền thông tinh tế' đã diễn ra trong không khí sôi nổi."
article_0296,https://vnexpress.net/anh-ve-tinh-co-so-hat-nhan-fordow-sau-don-tap-kich-cua-my-4904786.html,Ảnh vệ tinh cơ sở hạt nhân Fordow sau đòn tập kích của Mỹ,Ảnh vệ tinh cho thấy thiệt hại trên sườn núi ở cơ sở Fordow của Iran sau khi Mỹ tập kích bằng bom xuyên phá hầm ngầm.,Quốc tế,2025-06-22T19:33:00+07:00,VnExpress,data/images/article_0296_image.png,non-clickbait,Ảnh vệ_tinh_cơ_sở hạt_nhân Fordow sau đòn tập_kích của Mỹ,Ảnh vệ_tinh cho thấy thiệt_hại trên sườn núi ở cơ_sở Fordow của Iran sau khi Mỹ tập_kích bằng bom xuyên phá hầm ngầm .,Ảnh vệ tinh cơ sở hạt nhân Fordow sau đòn tập kích của Mỹ,Ảnh vệ tinh cho thấy thiệt hại trên sườn núi ở cơ sở Fordow của Iran sau khi Mỹ tập kích bằng bom xuyên phá hầm ngầm.
article_3364,https://tuoitre.vn/can-trong-trong-lua-chon-su-dung-dich-vu-nha-khoa-20250521133654451.htm,Cẩn trọng trong lựa chọn sử dụng dịch vụ nha khoa,"Trong lúc các cơ quan chức năng đang nỗ lực ngăn chặn các hành vi sai phạm, người dân khi có nhu cầu sử dụng dịch vụ nha khoa cần cẩn trọng trong việc lựa chọn.",Sức khỏe & Đời sống,2025-05-22T08:04:00+07:00,Tuổi Trẻ,data/images/article_3364_image.png,non-clickbait,Cẩn_trọng trong lựa_chọn sử_dụng dịch_vụ nha_khoa,"Trong lúc các cơ_quan_chức_năng đang nỗ_lực ngăn_chặn các hành_vi sai_phạm , người_dân khi có nhu_cầu sử_dụng dịch_vụ nha_khoa cần cẩn_trọng trong việc lựa_chọn .",Cẩn trọng trong lựa chọn sử dụng dịch vụ nha khoa,"Trong lúc các cơ quan chức năng đang nỗ lực ngăn chặn các hành vi sai phạm, người dân khi có nhu cầu sử dụng dịch vụ nha khoa cần cẩn trọng trong việc lựa chọn."
article_3707,https://www.24h.com.vn/suc-khoe-doi-song/10-giay-ngoi-xuong-dung-len-du-bao-nguy-co-benh-tim-mach-c62a1674569.html,"10 giây 'ngồi xuống, đứng lên' dự báo nguy cơ bệnh tim mạch","Bài kiểm tra vắt chéo chân ngồi xuống sau đó đứng thẳng trở lại phản ánh phần nào sức mạnh cơ bắp, độ linh hoạt của cơ thể, từ đó dự đoán nguy cơ sức khỏe trong vòng 10 năm tới.",Sức khỏe & Đời sống,2025-06-21T15:00:00+07:00,24h,data/images/article_3707_image.png,clickbait,"10 giây ' ngồi xuống , đứng lên ' dự_báo nguy_cơ bệnh tim_mạch","Bài kiểm_tra vắt chéo chân ngồi xuống sau đó đứng thẳng trở_lại phản_ánh phần_nào sức_mạnh cơ_bắp , độ linh_hoạt của cơ_thể , từ đó dự_đoán nguy_cơ sức_khỏe trong vòng 10 năm tới .","10 giây 'ngồi xuống, đứng lên' dự báo nguy cơ bệnh tim mạch","Bài kiểm tra vắt chéo chân ngồi xuống sau đó đứng thẳng trở lại phản ánh phần nào sức mạnh cơ bắp, độ linh hoạt của cơ thể, từ đó dự đoán nguy cơ sức khỏe trong vòng 10 năm tới."
article_2245,https://vnexpress.net/danh-me-tan-cong-luc-luong-an-ninh-co-so-khi-duoc-can-ngan-4904223.html,"Đánh mẹ, tấn công lực lượng an ninh cơ sở khi được can ngăn","Cà MauBùi Minh Lợi, 30 tuổi, dùng dao đâm trọng thương tổ phó bảo vệ an ninh cơ sở thị trấn Nam Căn khi lực lượng này đến can ngăn anh ta đánh mẹ.",Other,2025-06-20T16:23:00+07:00,VnExpress,data/images/article_2245_image.png,clickbait,"Đánh mẹ , tấn_công lực_lượng an_ninh cơ_sở khi được can_ngăn","Cà_MauBùi Minh_Lợi , 30 tuổi , dùng dao đâm trọng_thương tổ phó bảo_vệ an_ninh cơ_sở thị_trấn Nam_Căn khi lực_lượng này đến can_ngăn anh ta đánh mẹ .","Đánh mẹ, tấn công lực lượng an ninh cơ sở khi được can ngăn","Cà MauBùi Minh Lợi, 30 tuổi, dùng dao đâm trọng thương tổ phó bảo vệ an ninh cơ sở thị trấn Nam Căn khi lực lượng này đến can ngăn anh ta đánh mẹ."
article_2821,https://tuoitre.vn/de-dai-hoc-khong-la-oc-dao-tri-thuc-20250615225435474.htm,Để đại học không là 'ốc đảo tri thức',"Khi quyền tự chủ đại học ngày càng được mở rộng, một câu hỏi được đặt ra: đâu là triết lý phát triển bền vững, nhân văn và có trách nhiệm xã hội cho các trường đại học trong thế kỷ 21?",Giáo dục & Học đường,2025-06-16T12:05:00+07:00,Tuổi Trẻ,data/images/article_2821_image.png,clickbait,Để đại_học không là ' ốc_đảo tri_thức ',"Khi quyền tự_chủ đại_học ngày_càng được mở_rộng , một câu hỏi được đặt ra : đâu là triết_lý phát_triển bền_vững , nhân_văn và có trách_nhiệm xã_hội cho các trường đại_học trong thế_kỷ 21 ?",Để đại học không là 'ốc đảo tri thức',"Khi quyền tự chủ đại học ngày càng được mở rộng, một câu hỏi được đặt ra: đâu là triết lý phát triển bền vững, nhân văn và có trách nhiệm xã hội cho các trường đại học trong thế kỷ 21?"
article_3076,https://tuoitre.vn/cham-dut-du-an-treo-15-nam-tra-lai-quyen-loi-cho-dan-20250623083422813.htm,"Chấm dứt dự án 'treo' 15 năm, trả lại quyền lợi cho dân","UBND TP Gia Nghĩa, tỉnh Đắk Nông, đã ra quyết định chấm dứt dự án 'treo' 15 năm và đang thực hiện các thủ tục trả lại quyền lợi cho dân.",Other,2025-06-23T09:30:58+07:00,Tuổi Trẻ,data/images/article_3076_image.png,non-clickbait,"Chấm_dứt dự_án ' treo ' 15 năm , trả lại quyền_lợi cho dân","UBND TP Gia_Nghĩa , tỉnh Đắk_Nông , đã ra quyết_định chấm_dứt dự_án ' treo ' 15 năm và đang thực_hiện các thủ_tục trả lại quyền_lợi cho dân .","Chấm dứt dự án 'treo' 15 năm, trả lại quyền lợi cho dân","UBND TP Gia Nghĩa, tỉnh Đắk Nông, đã ra quyết định chấm dứt dự án 'treo' 15 năm và đang thực hiện các thủ tục trả lại quyền lợi cho dân."
article_1225,https://thanhnien.vn/su-dung-dien-tiet-kiem-va-an-toan-o-toa-cao-oc-185250619195837534.htm,Sử dụng điện tiết kiệm và an toàn ở tòa cao ốc,"Từ những năm 2010 và cho đến nay tại Tổng công ty phát triển khu công nghiệp (SONADEZI), doanh nghiệp luôn quan tâm, triển khai thực hiện phong trào tiết kiệm nguyên - nhiên vật liệu cho sản xuất, kinh doanh, trong đó tập trung việc thực hành tiết kiệm điện và an toàn sử dụng điện rất bài bản.",Sức khỏe & Đời sống,2025-06-22T09:58:00+07:00,Thanh Niên,data/images/article_1225_image.png,non-clickbait,Sử_dụng điện tiết_kiệm và an_toàn ở tòa cao_ốc,"Từ những năm 2010 và cho đến nay tại Tổng_công_ty phát_triển khu công_nghiệp ( SONADEZI ) , doanh_nghiệp luôn quan_tâm , triển_khai thực_hiện phong_trào tiết_kiệm nguyên -_nhiên vật_liệu cho sản_xuất , kinh_doanh , trong đó tập_trung việc thực_hành tiết_kiệm điện và an_toàn sử_dụng điện rất bài_bản .",Sử dụng điện tiết kiệm và an toàn ở tòa cao ốc,"Từ những năm 2010 và cho đến nay tại Tổng công ty phát triển khu công nghiệp (SONADEZI), doanh nghiệp luôn quan tâm, triển khai thực hiện phong trào tiết kiệm nguyên - nhiên vật liệu cho sản xuất, kinh doanh, trong đó tập trung việc thực hành tiết kiệm điện và an toàn sử dụng điện rất bài bản."
article_1189,https://tuoitre.vn/gui-anh-xin-nhung-den-noi-thi-vo-net-he-lo-thu-pham-20250618114503245.htm,"Gửi ảnh xịn nhưng đến nơi thì vỡ nét, hé lộ 'thủ phạm'","Gửi ảnh qua Zalo hay Messenger mà thấy mờ, vỡ nét? Không phải do máy ảnh dở hay mạng yếu, mà là một cơ chế 'ngầm' của chính các ứng dụng này khiến ảnh của bạn mất đẹp ngay khi vừa bấm gửi.",Công nghệ & Khoa học,2025-06-18T19:16:00+07:00,Tuổi Trẻ,data/images/article_1189_image.png,clickbait,"Gửi ảnh xịn nhưng đến_nơi thì vỡ nét , hé_lộ ' thủ_phạm '","Gửi ảnh qua Zalo hay Messenger mà thấy mờ , vỡ nét ? Không phải do máy_ảnh dở hay mạng_yếu , mà là một cơ_chế ' ngầm ' của chính các ứng_dụng này khiến ảnh của bạn mất đẹp ngay khi vừa bấm gửi .","Gửi ảnh xịn nhưng đến nơi thì vỡ nét, hé lộ 'thủ phạm'","Gửi ảnh qua Zalo hay Messenger mà thấy mờ, vỡ nét? Không phải do máy ảnh dở hay mạng yếu, mà là một cơ chế 'ngầm' của chính các ứng dụng này khiến ảnh của bạn mất đẹp ngay khi vừa bấm gửi."
article_2041,https://thanhnien.vn/xu-phat-hanh-chinh-nguoi-ban-hai-san-can-thieu-cho-khach-du-lich-185250621151731256.htm,Xử phạt hành chính người bán hải sản cân thiếu cho khách du lịch,"Người phụ nữ bán hải sản nhưng cân thiếu cho khách du lịch ở TP.Sầm Sơn (Thanh Hóa) đã bị xử phạt vi phạm hành chính số tiền 3,75 triệu đồng.",Other,2025-06-21T16:18:00+07:00,Thanh Niên,data/images/article_2041_image.png,non-clickbait,Xử_phạt hành_chính người bán hải_sản cân thiếu cho khách du_lịch,"Người phụ_nữ bán hải_sản nhưng cân thiếu cho khách du_lịch ở TP.Sầm_Sơn ( Thanh_Hóa ) đã bị xử_phạt vi_phạm hành_chính số tiền 3,75 triệu đồng .",Xử phạt hành chính người bán hải sản cân thiếu cho khách du lịch,"Người phụ nữ bán hải sản nhưng cân thiếu cho khách du lịch ở TP.Sầm Sơn (Thanh Hóa) đã bị xử phạt vi phạm hành chính số tiền 3,75 triệu đồng."
article_0940,https://vietnamnet.vn/clb-da-nang-muon-doi-san-da-play-off-voi-binh-phuoc-2414085.html,CLB Đà Nẵng muốn đổi sân đá play-off với Bình Phước,"SHB Đà Nẵng cho rằng việc tổ chức trận play-off trên sân Thống Nhất của TP.HCM là không hợp lý, đề xuất được thi đấu ở sân Quy Nhơn của Bình Định.",Thể thao,2025-06-23T10:59:00+07:00,VietNamNet,data/images/article_0940_image.png,non-clickbait,CLB Đà_Nẵng muốn đổi sân đá play-off với Bình_Phước,"SHB Đà_Nẵng cho rằng việc tổ_chức trận play-off trên sân Thống_Nhất của TP.HCM là không hợp_lý , đề_xuất được thi_đấu ở sân Quy_Nhơn của Bình_Định .",CLB Đà Nẵng muốn đổi sân đá play-off với Bình Phước,"SHB Đà Nẵng cho rằng việc tổ chức trận play-off trên sân Thống Nhất của TP.HCM là không hợp lý, đề xuất được thi đấu ở sân Quy Nhơn của Bình Định."
article_0576,https://vnexpress.net/thu-tuong-thue-thu-nhap-ca-nhan-phai-thu-dung-khuyen-khich-phat-trien-4904571.html,"Thủ tướng: Thuế thu nhập cá nhân phải thu đúng, khuyến khích phát triển","Cho ý kiến về hồ sơ chính sách Luật Thuế thu nhập cá nhân (thay thế), Thủ tướng nhấn mạnh yêu cầu thu đúng, đủ nhưng đồng thời phải khuyến khích, kiến tạo phát triển.",Kinh doanh & Kinh tế,2025-06-21T20:24:00+07:00,VnExpress,data/images/article_0576_image.png,non-clickbait,"Thủ_tướng : Thuế_thu_nhập cá_nhân phải thu đúng , khuyến_khích phát_triển","Cho ý_kiến về hồ_sơ chính_sách Luật Thuế_thu_nhập cá_nhân ( thay_thế ) , Thủ_tướng nhấn_mạnh yêu_cầu thu đúng , đủ nhưng đồng_thời phải khuyến_khích , kiến_tạo phát_triển .","Thủ tướng: Thuế thu nhập cá nhân phải thu đúng, khuyến khích phát triển","Cho ý kiến về hồ sơ chính sách Luật Thuế thu nhập cá nhân (thay thế), Thủ tướng nhấn mạnh yêu cầu thu đúng, đủ nhưng đồng thời phải khuyến khích, kiến tạo phát triển."
article_0099,https://thanhnien.vn/tphcm-tiep-nhan-luc-luong-quan-su-tu-binh-duong-ba-ria-vung-tau-185250622233747969.htm,"TP.HCM tiếp nhận lực lượng quân sự từ Bình Dương, Bà Rịa - Vũng Tàu","Chiều 22.6, Bộ Tư lệnh TP.HCM tổ chức hội nghị bàn giao, tiếp nhận, tổ chức lại Bộ Tư lệnh TP.HCM, Bộ Chỉ huy Quân sự tỉnh Bình Dương, Bộ Chỉ huy Quân sự tỉnh Bà Rịa - Vũng Tàu thành Bộ Tư lệnh TP.HCM thuộc Quân khu 7.",Tin tức tổng hợp,2025-06-23T07:38:00+07:00,Thanh Niên,data/images/article_0099_image.png,non-clickbait,"TP.HCM tiếp_nhận lực_lượng quân_sự từ Bình_Dương , Bà_Rịa - Vũng_Tàu","Chiều 22.6 , Bộ_Tư_lệnh TP.HCM tổ_chức hội_nghị bàn_giao , tiếp_nhận , tổ_chức lại Bộ_Tư_lệnh TP.HCM , Bộ_Chỉ_huy Quân_sự tỉnh Bình_Dương , Bộ_Chỉ_huy Quân_sự tỉnh Bà_Rịa - Vũng_Tàu thành Bộ_Tư_lệnh TP.HCM thuộc Quân_khu 7 .","TP.HCM tiếp nhận lực lượng quân sự từ Bình Dương, Bà Rịa - Vũng Tàu","Chiều 22.6, Bộ Tư lệnh TP.HCM tổ chức hội nghị bàn giao, tiếp nhận, tổ chức lại Bộ Tư lệnh TP.HCM, Bộ Chỉ huy Quân sự tỉnh Bình Dương, Bộ Chỉ huy Quân sự tỉnh Bà Rịa - Vũng Tàu thành Bộ Tư lệnh TP.HCM thuộc Quân khu 7."
article_3796,https://www.24h.com.vn/giao-duc-du-hoc/cha-me-can-lam-gi-de-chong-soc-neu-con-truot-lop-10-c216a1673081.html,Cha mẹ cần làm gì để ‘chống sốc’ nếu con trượt lớp 10?,"Thời điểm này nhiều địa phương công bố kết quả kỳ thi tuyển sinh lớp 10 THPT. Bên cạnh những thí sinh trúng tuyển, có những em chưa đạt điểm để vào ngôi trường mơ ước. Cha mẹ cần làm gì để đồng hành, chia sẻ với con, tránh “cú sốc“ đầu đời?",Giáo dục & Học đường,2025-06-18T01:00:00+07:00,24h,data/images/article_3796_image.png,clickbait,Cha_mẹ cần làm gì để ‘ chống sốc ’ nếu con trượt lớp 10 ?,"Thời_điểm này nhiều địa_phương công_bố kết_quả kỳ thi tuyển_sinh lớp 10 THPT. Bên_cạnh những thí_sinh trúng_tuyển , có những em chưa đạt điểm để vào ngôi trường mơ_ước . Cha_mẹ cần làm gì để đồng_hành , chia_sẻ với con , tránh “ cú sốc “ đầu đời ?",Cha mẹ cần làm gì để ‘chống sốc’ nếu con trượt lớp 10?,"Thời điểm này nhiều địa phương công bố kết quả kỳ thi tuyển sinh lớp 10 THPT. Bên cạnh những thí sinh trúng tuyển, có những em chưa đạt điểm để vào ngôi trường mơ ước. Cha mẹ cần làm gì để đồng hành, chia sẻ với con, tránh “cú sốc“ đầu đời?"
article_0713,https://www.saostar.vn/vong-quanh-the-gioi/di-cau-cung-gia-dinh-nguoi-phu-nu-cau-duoc-con-ca-khong-lo-202506211831505218.html,"Đi câu cùng gia đình, người phụ nữ câu được loài cá khổng lồ",Người phụ nữ vô cùng háo hức trước con cá mà mình bắt được,Quốc tế,2025-06-21T18:40:52.341+07:00,SaoStar,data/images/article_0713_image.png,clickbait,"Đi câu cùng gia_đình , người phụ_nữ câu được loài cá khổng_lồ",Người phụ_nữ vô_cùng háo_hức trước con cá mà mình bắt được,"Đi câu cùng gia đình, người phụ nữ câu được loài cá khổng lồ",Người phụ nữ vô cùng háo hức trước con cá mà mình bắt được
article_3702,https://www.24h.com.vn/suc-khoe-doi-song/5-bieu-hien-som-ung-thu-tuyen-giap-de-bi-bo-qua-c62a1674755.html,5 biểu hiện sớm ung thư tuyến giáp dễ bị bỏ qua,"Xuất hiện khối u nhỏ ở cổ, khàn giọng kéo dài, khó nuốt, đau họng lâu khỏi và sụt cân, mệt mỏi là những dấu hiệu ung thư tuyến giáp nhưng không được phát hiện sớm.",Sức khỏe & Đời sống,2025-06-22T10:00:00+07:00,24h,data/images/article_3702_image.png,clickbait,5 biểu_hiện sớm ung_thư tuyến giáp dễ bị bỏ_qua,"Xuất_hiện khối_u nhỏ ở cổ , khàn giọng kéo_dài , khó nuốt , đau_họng lâu khỏi và sụt_cân , mệt_mỏi là những dấu_hiệu ung_thư tuyến giáp nhưng không được phát_hiện sớm .",5 biểu hiện sớm ung thư tuyến giáp dễ bị bỏ qua,"Xuất hiện khối u nhỏ ở cổ, khàn giọng kéo dài, khó nuốt, đau họng lâu khỏi và sụt cân, mệt mỏi là những dấu hiệu ung thư tuyến giáp nhưng không được phát hiện sớm."
article_0542,https://baomoi.com/luong-lon-uranium-da-bien-mat-truoc-khi-my-tan-cong-iran-c52571735.epi,Lượng lớn uranium đã 'biến mất' trước khi Mỹ tấn công Iran - Tạp chí Tri thức,"Dù các đợt không kích đã gây thiệt hại nghiêm trọng cho cơ sở hạt nhân Fordow, giới chức thừa nhận họ chưa thể xác định tung tích kho uranium làm giàu cấp độ cao của Iran.",Quốc tế,2025-06-23T05:07:45.000Z,Báo Mới,data/images/article_0542_image.png,non-clickbait,Lượng lớn uranium đã ' biến mất ' trước khi Mỹ tấn_công Iran - Tạp_chí Tri_thức,"Dù các đợt không_kích đã gây thiệt_hại nghiêm_trọng cho cơ_sở hạt_nhân Fordow , giới_chức thừa_nhận họ chưa_thể xác_định tung_tích kho uranium làm_giàu cấp_độ cao của Iran .",Lượng lớn uranium đã 'biến mất' trước khi Mỹ tấn công Iran - Tạp chí Tri thức,"Dù các đợt không kích đã gây thiệt hại nghiêm trọng cho cơ sở hạt nhân Fordow, giới chức thừa nhận họ chưa thể xác định tung tích kho uranium làm giàu cấp độ cao của Iran."
